BDCO,121
BEXP,121
BEYGF.PK,121
COG,121
CPE,121
CHDVF.PK,121
CNQ,121
CNR,121
CRZO,121
CHK,121
SNP,121
XEC,121
CKX,121
CWEI,121
CEO,121
CRK,121
MCF,121
CPPXF.OB,121
CRED,121
CXPO.OB,121
XTEX,121
DIPGY.PK,121
DPTR,121
DNR,121
DVN,121
DBLE,121
DRXGF.PK,121
EPEX,121
EEGC.OB,121
EEQ,121
ECA,121
EAC,121
END,121
EPL,121
EPD,121
EOG,121
ERHE.OB,121
EPM,121
XCO,121
FEEC.OB,121
FECOF.OB,121
FPP,121
FST,121
GSX,121
GPR,121
GEOI,121
GMXR,121
GDP,121
GPOR,121
HPCO.OB,121
HNR,121
HKN,121
HUSA,121
IPRPY.PK,121
ISRL,121
LINE,121
LEI,121
MPET,121
MMLP,121
MXGFF.PK,121
MMR,121
MXC,121
NFX,121
NBL,121
OAKR.OB,121
OXY,121
PHX,121
PLLL,121
PVA,121
HK,121
PQ,121
PXD,121
PXP,121
PNRG,121
STR,121
KWK,121
RRC,121
RMMI.OB,121
ROSE,121
ROYL,121
SWN,121
SPND.OB,121
SM,121
STDE.OB,121
SGY,121
SU,121
SFY,121
TLM,121
TVOC.OB,121
TMR,121
RSRV.OB,121
TRGL,121
TGA,121
TXCO,121
UPL,121
EGY,121
WMZ,121
XTO,121
ALJ,122
ARSD,122
BPT,122
CLMT,122
CPYYY.PK,122
CMOOF.PK,122
XTXI,122
CVI,122
DK,122
EROC,122
EPE,122
FTO,122
HES,122
HOC,122
IMO,122
IOC,122
MRO,122
MITSY,122
MUR,122
NXGNF.OB,122
NBF,122
LUKOY.PK,122
OMVKY.PK,122
PCZ,122
PETD,122
SSL,122
SUF,122
SUN,122
SYNM,122
TSO,122
TOIPF.PK,122
TTGL.PK,122
VLO,122
WNR,122
YPF,122
AKTAF.PK,123
ANRUF.PK,123
AREX,123
ARD,123
ASRPF.PK,123
ATLS,123
ATN,123
AHD,123
ATW,123
AUSPF.PK,123
AOGN.OB,123
BRGYY.PK,123
BSKO.PK,123
BBG,123
BBEP,123
BRNC,123
CADD.PK,123
COSWF.PK,123
SNG,123
CFW,123
LNG,123
CNEH.OB,123
CTVWF.OB,123
CKKHF.PK,123
CXG,123
CMZ,123
CXO,123
CEP,123
CLR,123
KRU,123
CWLXF.PK,123
DWOG.PK,123
DRKOF.PK,123
DO,123
DNE,123
EDNE.OB,123
ENP,123
ERF,123
ESV,123
ESVIF.PK,123
ENT,123
EVEP,123
FXEN,123
GAXIQ.PK,123
GST,123
GGR,123
GMET,123
GLRP,123
GSVI.OB,123
GIFI,123
HTOG.PK,123
HP,123
HERO,123
HPGP,123
HLND,123
HDY,123
IFNY.PK,123
IVAN,123
JFGI.OB,123
JDO,123
KEG,123
KOG,123
LGCY,123
LTWV.OB,123
ME,123
MWE,123
MARUY.PK,123
MVRM.PK,123
MILL.PK,123
MVO,123
NBR,123
NTG,123
NESS.PK,123
GBR,123
NXY,123
NGAS,123
NE,123
SGTZY.PK,123
PAPO.OB,123
PKD,123
PTEN,123
PGH,123
PBR,123
PGSVY.PK,123
PTSG.OB,123
PSJEY.PK,123
PINN,123
PDC,123
PSE,123
PRRPF.OB,123
PDE,123
PVRS.OB,123
QELP,123
QRCP,123
KGS,123
REXX,123
RCKE.OB,123
RDC,123
SD,123
STOSY,123
SFNRF.PK,123
STO,123
SOIGF.OB,123
SRGG.OB,123
TBXC.PK,123
TGC,123
TEC,123
RIG,123
TIV,123
UDRL,123
UNT,123
VNR,123
VQ,123
VTEX.OB,123
VXEN.PK,123
WTI,123
WLL,123
WOPEY.PK,123
ABLE.PK,124
ACGY,124
AKKVF.PK,124
ALOD.OB,124
ALY,124
ATGFF.PK,124
BHI,124
BAS,124
BJS,124
BESV.OB,124
WEL,124
DVR,124
CAM,124
CRR,124
CSSV.OB,124
CCRJF.PK,124
CGV,124
CLRGF.PK,124
CAOLF.PK,124
CPX,124
CLB,124
DWSN,124
DRQ,124
EGSR.OB,124
EXH,124
EXLP,124
FTI,124
GLBL,124
GLF,124
HAL,124
HLX,124
LUFK,124
MNMN.OB,124
NOV,124
NGS,124
NR,124
NOA,124
OII,124
OIS,124
OMNI,124
PDRT,124
PPRBQ.PK,124
PDS,124
PTXLF.PK,124
RES,124
SLB,124
SHGPF.OB,124
SII,124
SPN,124
SWSI,124
TESO,124
TTI,124
TGE,124
TIDE.OB,124
TRMA,124
WRES,124
WFT,124
WG,124
WH,124
APL,125
BWP,125
BGH,125
BPL,125
CQP,125
CPNO,125
DPM,125
DEP,125
EP,125
ENGGF.PK,125
EEP,125
ENB,125
ETE,125
ETP,125
FCGYF.PK,125
GNRG.OB,125
GEL,125
HEP,125
KMP,125
KMR,125
MGG,125
MMP,125
NS,125
NSH,125
OKS,125
PAA,125
RGNC,125
SGLP,125
SE,125
SEP,125
SXL,125
NGLS,125
TCLP,125
TPP,125
WMB,125
TLP,125
WES,125
AKS,130
ALJJ.PK,130
AYSI.OB,130
MT,130
CRS,130
CPSL,130
CLF,130
CMC,130
SID,130
DSUP,130
FRD,130
GNA,130
GGB,130
ROCK,130
GNI,130
SIM,130
HSC,130
HAYN,130
HSVLY,130
ICHBF.PK,130
IIIN,130
JFEEF.PK,130
KYCN.OB,130
MAANF.PK,130
MTL,130
MEA,130
NISTY.PK,130
NWPX,130
NUE,130
ZEUS,130
OSTLF.PK,130
PKX,130
SCHN,130
SSAAF.PK,130
STLD,130
SMMLY.PK,130
SYNL,130
TS,130
TX,130
USAP,130
WEBC.PK,130
WOR,130
ANFGY.PK,131
BDNNF.PK,131
CBLRF.OB,131
CPRK.PK,131
WIRE,131
FCX,131
GMBXF.PK,131
IEMMF.PK,131
JIXAY.PK,131
MAD,131
OLN,131
PBM,131
PCU,131
SLT,131
TGB,131
APNI.PK,131
TYRRF.PK,131
AA,132
ACH,132
CENX,132
KALU,132
MNSF.PK,132
NHYDY.PK,132
TG,132
AXU,133
ATI,133
ARLP,133
AAU,133
ANR,133
AALA.PK,133
ALIAF.PK,133
AAUK,133
ANO,133
APLL.OB,133
ACI,133
ALMI.PK,133
BAA,133
BLGFF.PK,133
BEIC.PK,133
BENGF.PK,133
BOLV.PK,133
BZOFF.PK,133
BWLRF.PK,133
BMXI.OB,133
BW,133
CALVF.OB,133
CCJ,133
CCRE.OB,133
CGHLF.PK,133
CZICF.OB,133
CRCUF.OB,133
CRLR.PK,133
CFCM.PK,133
CCOZF.PK,133
CHNR,133
RIO,133
CNX,133
KMKCF.OB,133
CLHRF.OB,133
CTNXF.PK,133
ETQ,133
CRMXF.OB,133
CRUGF.PK,133
DNN,133
DRIFF.PK,133
BOOM,133
FCL,133
FMNJ.PK,133
FGOVF.OB,133
FRG,133
GSML.PK,133
GMO,133
GQMNF.PK,133
HLOSF.PK,133
ZINC,133
ICRB.PK,133
IMPUY.PK,133
ICO,133
ITOCY.PK,133
IVN,133
JRCC,133
LIHR,133
LQMT.OB,133
LMC,133
MEE,133
MTLI.PK,133
MFN,133
NILSY.PK,133
MSBHY.PK,133
NANX,133
NCOC,133
NRP,133
NWDMF.PK,133
NAGM.OB,133
PAL,133
NBRI.PK,133
OPYGY.PK,133
PAAS,133
PCX,133
BTU,133
PVG,133
PVR,133
PTQMF.OB,133
PNRR.PK,133
PLM,133
PBMRF.PK,133
GOLD,133
RFIVF.PK,133
RTI,133
SFEG.OB,133
SLGLF.OB,133
SVMFF.PK,133
SWC,133
TCK,133
TCEGF.PK,133
TRYLF.OB,133
TGILF.PK,133
TIE,133
TUMIF.OB,133
USEG,133
UAMY.OB,133
URZ,133
URRE,133
USU,133
VICC.PK,133
WLT,133
WMLLF.PK,133
WPEC.PK,133
WLB,133
YZC,133
ZABRF.OB,133
ZMPLF.PK,133
AEM,134
ABX,134
AU,134
AGT,134
AZK,134
ABX,134
CGLD.OB,134
CDY,134
SMC,134
CGR,134
CGCO.OB,134
BVN,134
KRY,134
DROOY,134
EGO,134
EGI,134
XRA,134
GRS,134
GFI,134
GRZ,134
GG,134
MYNG.OB,134
GSS,134
HMY,134
IAG,134
KBX,134
KGC,134
MGH,134
NSU,134
NJMC.OB,134
NEM,134
NAK,134
NXG,134
NG,134
OZN,134
PMU,134
RIC,134
RGLD,134
RBY,134
SA,134
XPL,134
TRE,134
THMG.OB,134
UXG,134
VGZ,134
WITM.OB,134
AUY,134
SIL,135
CDE,135
HL,135
IMR,135
MGN,135
SSRI,135
SLW,135
AHGP,136
DMDD.OB,136
DWYKF.PK,136
HWD,136
IPI,136
MDM,136
NEMFF.PK,136
NGD,136
RDIAF.OB,136
UCCO.PK,136
MMM,210
ASFI,210
CHKE,210
CBE,210
CR,210
DHR,210
ESSE.OB,210
GY,210
GE,210
KATY.OB,210
LLTI.OB,210
PPG,210
RTK,210
RDGA.OB,210
TXT,210
UTX,210
ELUXY.PK,310
AWTI.PK,310
ARCI,310
EUPI.PK,310
GAI,310
HELE,310
HDSN,310
IRBT,310
LII,310
NPK,310
RHDGF.PK,310
RNCP.PK,310
SPW,310
WHR,310
AYI,311
AFBG.OB,311
BSET,311
CRC,311
ETH,311
FLXS,311
FO,311
FBN,311
HOFT,311
LZB,311
LEG,311
LSCG.OB,311
NTZ,311
ZZ,311
SCSS,311
STLY,311
TPX,311
USHS,311
XNN,311
BLT,312
DIIB.PK,312
DGIX.PK,312
IPUR.PK,312
IDND.PK,312
JAH,312
LENX.OB,312
LBY,312
LCUT,312
NWL,312
SEAI.PK,312
BYDC.PK,312
CATM,313
CSTR,313
DBD,313
EFOI,313
FEP,313
GPTX.OB,313
MLHR,313
HNI,313
HYC,313
ITSI.OB,313
KBALB,313
KNL,313
LYTS,313
NFSE.OB,313
OPMR,313
PTC,313
PBI,313
SCS,313
TRMM.OB,313
PAY,313
VIRC,313
XRX,313
ANDR.OB,314
AVID,314
CPFR.PK,314
CSCD,314
CRWFF.PK,314
COBR,314
CREAF.PK,314
DEIX,314
DTSI,314
EDIG.OB,314
ELST.OB,314
MSN,314
HAR,314
ICOP,314
KOSS,314
LTEC,314
MC,314
QSND,314
RWC,314
ROFO,314
PHG,314
SANYY.PK,314
SLSZ.PK,314
SNE,314
TMS,314
SHRPQ.PK,314
UEIC,314
APII,315
CRGI,315
FNET,315
GMTC,315
GPIC,315
GNOI.OB,315
GRINY.PK,315
HAS,315
JAKK,315
KDSC.PK,315
LF,315
MCZ,315
MAT,315
NTDOF.PK,315
RCRC,315
RUS,315
SGAMY.PK,315
SMWK.PK,315
DOLL.OB,315
OART.PK,315
WGMI.OB,315
ADGF,316
ALDA,316
AGPDY.PK,316
AAMU.PK,316
ELY,316
CYBI,316
DAAT.OB,316
ESCA,316
HEDYY.PK,316
JOUT,316
NAXG.PK,316
NLS,316
POOL,316
RGR,316
WGLF.PK,316
TYM,317
FOSL,317
FUQI,317
GFME.OB,317
JADE,317
MOV,317
ORNG,317
PGIC,317
QRSM.PK,317
LVB,317
SMD,317
YAMCY.PK,317
AFPC.OB,318
BTN,318
CAJ,318
CHYR,318
LENS,318
EK,318
FUJI,318
IKNX,318
IMAX,318
NRVN,318
OCPNY.PK,318
XRIT,318
APP,320
BEBE,320
CHBD.OB,320
CRI,320
COLM,320
CRWS,320
DLA,320
DELTY.PK,320
EBHI,320
FOH,320
GIII,320
GIL,320
HAMP.PK,320
HBI,320
ISAC.PK,320
IDGI.PK,320
JCLY.PK,320
JLMC.PK,320
JOEZ,320
LIZ,320
LULU,320
MFB,320
NICH,320
OXM,320
PERY,320
PVH,320
RL,320
ZQK,320
SPOR,320
SGC,320
TALN.OB,320
TAGS,320
WRC,320
TMEG.OB,320
TRUA.PK,320
TRLG,320
UA,320
VFC,320
WACLY,320
ADDYY.PK,321
BSHI.OB,321
BWS,321
COH,321
CROX,321
DECK,321
FTAR.OB,321
HLYS,321
ICON,321
IWIHF.OB,321
KSWS,321
KCP,321
BOOT,321
MRINA.PK,321
NKE,321
PXG,321
DFZ,321
RCKY,321
SKX,321
SHOO,321
SNKI.PK,321
TBAC,321
TLF,321
TBL,321
VLCM,321
WEYS,321
WWW,321
SHLM,322
AEPI,322
ABL,322
AMTY,322
ATR,322
CSL,322
CTB,322
CMT,322
CTIB,322
DSWL,322
ENVK.OB,322
FORD,322
FFHL,322
GMTI.OB,322
GLGI.OB,322
MBLX,322
MYE,322
QUIX,322
ROG,322
SHLO,322
SWTX.OB,322
SEH,322
FHC,322
GT,322
TITT.OB,322
ACV,323
ASCBQ.PK,323
AVP,323
BARE,323
BTH,323
CAW,323
CL,323
RDEN,323
HLOI.OB,323
EROX.OB,323
HTEC.OB,323
IPAR,323
KAOCF.PK,323
KMB,323
LRLCY.PK,323
MIGA.PK,323
BHIP,323
NXRA.PK,323
PARL,323
FACE,323
REV,323
SLGD.OB,323
SSDOY.PK,323
SKVI.OB,323
EL,323
PG,323
TSC,323
TUYU.PK,323
UG,323
ABH,324
ARA,324
AVY,324
BZ,324
BKI,324
CSAR,324
CVO,324
UFS,324
AIP,324
IAX,324
IP,324
KAI,324
KPPC,324
MERC,324
NSHA,324
NP,324
TIS,324
GLT,324
PCH,324
RKT,324
SPP,324
SWM,324
SSCC,324
SON,324
TIN,324
VRS,324
VCP,324
WPP,324
BLL,325
BMS,325
BWY,325
CNST,325
CCK,325
GPK,325
GEF,325
GPOCY.PK,325
ITP,325
MWV,325
MPAC,325
NTIC,325
OI,325
PKG,325
PTV,325
RPMM.OB,325
SEE,325
SLGN,325
TUP,325
UFPT,325
VTO,325
CHD,326
DAR,326
EAUI.OB,326
ECL,326
NPDV.OB,326
OBCI,326
SCL,326
CLX,326
ZEP,326
ATX,327
ABD,327
ACU,327
ALGI.PK,327
CSOF.OB,327
EBF,327
FC,327
OMX,327
RESY.PK,327
SR,327
TFCO,327
CSBI.PK,330
CVR,330
DAI,330
F,330
FUJHY.PK,330
GM,330
HMC,330
NSANY,330
PSEPF.PK,330
PEUGY.PK,330
RNNM.PK,330
SORL,330
SZKMF.PK,330
TTM,330
TM,330
ZAAP.OB,330
VOLVY.PK,331
AURD.OB,331
BNSSA.PK,331
FSS,331
FRPT,331
HINOY.PK,331
ISUZF.PK,331
MREO.OB,331
NAV,331
OSK,331
PCAR,331
SPAR,331
STS,331
WNC,331
ACAT,332
COA,332
CNRD.PK,332
DWOSF.PK,332
FLE,332
FPB,332
HOG,332
JMIH.PK,332
MPX,332
MNC,332
PLHI.PK,332
PII,332
REXL.PK,332
SMBMF.PK,332
THO,332
NDVR.PK,332
WGO,332
AXL,333
ARGN,333
ARM,333
ALV,333
BWA,333
CAAS,333
CLC,333
CVGI,333
CSLR,333
CTTAY.PK,333
ATC,333
DAN,333
DPHIQ.PK,333
DNZOY.PK,333
DORM,333
ESWW.OB,333
FDML,333
FSYS,333
GETI,333
GNTX,333
HGMG.PK,333
HAYZ,333
JDSHF.PK,333
JCI,333
JELCY.PK,333
LEA,333
LIMAF.PK,333
MGA,333
MLR,333
MOD,333
MPAA,333
NOBL,333
OBTLY.OB,333
PLI,333
PFTI.OB,333
QTWW,333
RGUS.OB,333
SNSG.PK,333
SMP,333
SRI,333
STRT,333
SUP,333
AXLE.PK,333
TEN,333
TWI,333
TKS,333
TOVC.OB,333
TRW,333
VC,333
WBC,333
WEICF.PK,333
WCSTF.PK,333
WMCO,333
WSCI,333
AFCE,340
AHFP.OB,340
AMNF.PK,340
BGF,340
CVP,340
DMCUF.PK,340
FCTOA.OB,340
FPAFY.PK,340
GNCGF.PK,340
HNZ,340
IBCIQ.PK,340
KFT,340
LANC,340
NTRZ.OB,340
NMSCA.PK,340
SDXAY.PK,340
SOSCF.PK,340
TATYY.PK,340
VFPI.PK,340
GRO,341
ALCO,341
ADM,341
APCFF.PK,341
BG,341
CALM,341
CVGW,341
CQB,341
CHSCP,341
CRESY,341
FDP,341
SEED,341
PFACP,341
SZSN.OB,341
TKER.PK,341
ANDE,341
UNMG.PK,341
USFM.OB,341
AIPC,342
BABB.OB,342
CPB,342
CYXI.OB,342
JVA,342
CAG,342
CPO,342
FZN,342
DLM,342
DMND,342
DWIS.OB,342
FARM,342
FLO,342
FVRG.OB,342
GIS,342
GLDC,342
GMCR,342
GMK,342
JJSF,342
JMBA,342
JAVO.OB,342
JBSS,342
K,342
KTEC,342
LNCE,342
MLP,342
MKC,342
MGPI,342
PSTA,342
NWD,342
OME,342
OPCO.OB,342
OFI,342
PEET,342
PEP,342
RAH,342
FRZ,342
SLE,342
SENEA,342
STKL,342
TSTY,342
HAIN,342
SNAK,342
SJM,342
THS,342
UN,342
UL,342
FOOD,342
BCPC,343
BRID,343
ETLTQ.OB,343
HRL,343
IBA,343
JBSAY.PK,343
PFDHF.PK,343
PDA,343
SDA,343
SMGBY.PK,343
SAFM,343
SEB,343
SFD,343
TSN,343
VKSC.PK,343
ADY,344
DF,344
GXYF.OB,344
GDNNY.PK,344
LWAY,344
NSRGY.PK,344
NUVM.OB,344
TOF,344
WBD,344
YOCM.PK,344
CBY,345
CSGN,345
CZZ,345
ELAMF.PK,345
IPSU,345
PARF.OB,345
RMCF,345
SHDB.PK,345
HSY,345
TR,345
CBRAF.PK,346
ABV,346
HOOK,346
FMX,346
FBRWY.PK,346
FNEVF.PK,346
HINKY.PK,346
KNBWY.PK,346
MENB.OB,346
TAP,346
SBMRY.PK,346
TBVPF.PK,346
SAM,346
TSGTY.PK,346
ROX,347
CEDC,347
STZ,347
DEO,347
SVIN.PK,347
WVVI,347
AEND.PK,348
AVIT.OB,348
CCBEF.OB,348
COKE,348
CCE,348
KOF,348
CCH,348
COT,348
DPS,348
ELDO.OB,348
GWSV.PK,348
HANS,348
JSDA,348
LBIX,348
FIZZ,348
PAS,348
REED,348
SRPRF.PK,348
KO,348
PBG,348
UVBV.PK,348
MO,350
BTI,350
LO,350
PM,350
RAI,350
STSI,350
VGR,350
AOI,351
UVV,351
UST,351
ASFE.PK,410
ALMG.OB,410
AFBA.OB,410
ABKH.OB,410
ASBN.PK,410
BSPA.OB,410
BAC,410
BNCC.PK,410
BHRB.OB,410
CALW.OB,410
CM,410
CHKJ.OB,410
CNBA.PK,410
CIBH.PK,410
C,410
CZFS.OB,410
CBYAA.OB,410
ALBY.PK,410
CIBN.PK,410
CMNC.OB,410
CBNC.OB,410
CRZY.PK,410
DBCP.OB,410
ETFS.OB,410
EBDC.OB,410
FIRT.PK,410
FBCI.OB,410
FCCC.OB,410
FINN.PK,410
FNFI.OB,410
FOFC.OB,410
FMNTQ.PK,410
GLBP.OB,410
GTPS.OB,410
GAFC.PK,410
HCFB.OB,410
HFBA.PK,410
HCBC.PK,410
HLFN.OB,410
HBC,410
IBWC.PK,410
ILII.OB,410
JPM,410
KEY,410
KISB.PK,410
LFYC.PK,410
LXMO.PK,410
LYBC.OB,410
MFLR,410
MBNC.OB,410
MCBP.PK,410
MBCN.PK,410
MBVA.PK,410
MDNB.OB,410
MSBC.OB,410
NBOH.OB,410
NEFB.PK,410
OLCB,410
OSBI.OB,410
OFG,410
PFCF.OB,410
PBNI.PK,410
RGFC.PK,410
RCBC.PK,410
RY,410
SVBC.PK,410
SSFC.OB,410
SBNC.PK,410
SCBS.PK,410
SZBI.OB,410
SMAL.OB,410
STI,410
TCB,410
BK,410
BNS,410
PNC,410
TD,410
THVB.PK,410
TSOH.OB,410
UBOH,410
UFBC.OB,410
UNTN.OB,410
WHI,410
WB,410
WCFB.PK,410
WFC,410
FCEN.OB,411
FCOB.OB,411
FCCY,411
AVLY.OB,411
ALLB,411
ALNC,411
AMBK.OB,411
ASRV,411
ATLO,411
AROW,411
BARI,411
BHB,411
BCBP,411
BNCL,411
BERK,411
BNV,411
BPFH,411
BDGE,411
BRBW.OB,411
BMTC,411
CATC.OB,411
CAC,411
CNND.OB,411
CBTC.OB,411
CCFN.OB,411
CNBC,411
CEBK,411
CJBK,411
CXBT.OB,411
CNBKA,411
CIZN,411
CCNE,411
CVLY,411
CCBP,411
CMTV.OB,411
CBU,411
EMCF.OB,411
EVBN,411
EVGG.OB,411
FSBI,411
FDBC.OB,411
FCBS.OB,411
FCEC.OB,411
FCF,411
FKYS.OB,411
FKFS,411
FLFL.OB,411
FNCB.OB,411
FNRN.OB,411
FRAF.OB,411
FULT,411
HNBC,411
HARL,411
HWBK,411
HIFS,411
HBNC,411
HUVL.OB,411
IIBK.OB,411
INDB,411
IOFB.OB,411
JFBC,411
JUVF.OB,411
LBAI,411
LEGC,411
LBBB,411
LSBX,411
MTB,411
MGYR,411
MBTF,411
MBVT,411
MHBC.OB,411
MPB,411
NPBC,411
NBTB,411
NAL,411
NBN,411
NFBK,411
NWYF.OB,411
NWFL,411
OSHC,411
ORPB.OB,411
ORIT,411
ORRF.OB,411
PKBK,411
PNBK,411
PGC,411
COBH,411
PFBX,411
PFIS.OB,411
PTBS.OB,411
QNBC.OB,411
FRBK,411
RCKB,411
RBPAA,411
STBA,411
SERC.OB,411
SBNY,411
SMTB,411
SOMH,411
SEBC.OB,411
SSE,411
STBC,411
STT,411
STL,411
STBK,411
SSFN,411
SUBK,411
SNBC,411
SUSQ,411
SBBX,411
ESBK,411
FNLC,411
FLIC,411
GIW,411
TMP,411
TOBC.OB,411
TRST,411
UNB,411
UNNF.OB,411
UNTY,411
UVSP,411
VLY,411
VIST,411
VSBN,411
WAIN,411
WASH,411
WBS,411
WFD,411
ANCX,412
ABVA,412
ACBA,412
AMNB,412
ABCB,412
ANNB,412
BOFL,412
GRAN,412
BOMK,412
BKSC,412
BCAR,412
BOJF.OB,412
BOVA,412
BAYN,412
BBT,412
BNCN,412
CFFI,412
TYCB.OB,412
CAPE,412
CBKN,412
CCBG,412
CDBK.OB,412
CLBH,412
CART,412
CRRB,412
CVBK,412
CHFN.OB,412
CZNC,412
CZBS.OB,412
CIWV.OB,412
CHCO,412
CBCO.OB,412
CBAN,412
CMFB,412
CPBK,412
CFFC,412
COOP,412
CTOT.OB,412
CRFN,412
EGBN,412
ECBE,412
FMBM.OB,412
LION,412
FISI,412
FBNC,412
SUFB,412
FCBN.OB,412
FCNCA,412
FCBC,412
FCFL,412
FMAR,412
FNSC,412
FXNC.OB,412
NCFT.OB,412
FUNC,412
FWV,412
FNBN,412
GBTS,412
GABA.OB,412
GLBZ,412
HABC,412
HMPR,412
HBSI.OB,412
HBKA.OB,412
IDBC.OB,412
IFSB,412
JAXB,412
LCNB.OB,412
MREE.OB,412
MCFI.OB,412
MBRG,412
MNRK,412
MROE,412
NKSH,412
NCBC,412
NBBC,412
NSBC.OB,412
BKOR,412
OLBK,412
OPOF,412
OPHC,412
PABK,412
PWOD,412
PEBK,412
PBCE.OB,412
PPBN.OB,412
PNBI.OB,412
PBKS,412
SASR,412
SCBT,412
SBCF,412
SVBI,412
SHBI,412
SBFC.OB,412
SCMF,412
SFST,412
SONA,412
SBSI,412
SGB,412
STEL,412
SMMF,412
SAMB,412
SRYB.OB,412
SNV,412
TBBK,412
SAVB,412
TSFG,412
TIBB,412
TDBK,412
TOWN,412
UBSH,412
UBSI,412
UCBI,412
UWHR.OB,412
VBFC,412
VCBI,412
WBNK,412
WSBC,412
WFSC.OB,412
WGNB,412
WL,412
WSFS,412
YAVY,412
APAB,413
ACFC,413
AUBN,413
BXS,413
BTFG,413
OZRK,413
BFNB,413
BKBK,413
CADE,413
CAPB,413
CFNL,413
CSFL,413
CZFC,413
CFOK.OB,413
CTBI,413
CSBQ.OB,413
CSNT,413
EVBS,413
FNB,413
FFKT,413
FBSS,413
FFKY,413
FHN,413
FMFC,413
FOFN.OB,413
FPBI,413
GRNB,413
HBHC,413
HBKS.OB,413
HBOS,413
IBKC,413
MSL,413
NBTF,413
NXTY,413
PFNS.OB,413
PCLB.OB,413
PNFP,413
PBIB,413
PFBI,413
RF,413
RNST,413
RBCAA,413
SYBT,413
SBKC,413
SFNC,413
SOCB,413
SUPR,413
TNCC,413
CNB,413
FBMS,413
TRMK,413
USBI,413
WTNY,413
SRCE,414
AJSB.OB,414
AMFI,414
ACBP.OB,414
ASBC,414
BYLK.OB,414
CBC,414
CITZ,414
CHFC,414
CHEV,414
COFS.OB,414
CRBC,414
CNBZ.OB,414
CMA,414
CMOH.OB,414
CNAF,414
CLDB.OB,414
CORS,414
CHBH.OB,414
CSBB.OB,414
DCBF.OB,414
DEAR,414
FMNB.OB,414
FETM.OB,414
FITB,414
BUSE,414
FBIZ,414
FFNM,414
FFBC,414
THFF,414
FRME,414
FMBH.OB,414
FMBI,414
FPFC,414
FBMI,414
FMER,414
FNHM.OB,414
GABC,414
HCFL.OB,414
HBAN,414
IBCP,414
IBNK,414
IFC,414
KLIB.OB,414
LKFN,414
LNBB,414
MCBC,414
MSFG,414
MI,414
MBFI,414
MBR,414
MBWM,414
MSVB.OB,414
MWFS.OB,414
MBHI,414
MCBF,414
MFSF,414
NCC,414
NSBK.OB,414
NSFC,414
NTRS,414
OKFC.OB,414
OVBC,414
ONB,414
OSBC,414
OXBC.OB,414
PRK,414
PEBO,414
PCBI,414
PNBC,414
PVTB,414
SOMC.OB,414
STBI.OB,414
TAYC,414
TFSL,414
TOFC,414
USB,414
UBCP,414
UBMI.OB,414
UNIB,414
WTFC,414
ACNB.OB,415
BANF,415
BOKF,415
CASS,415
COBZ,415
CBSH,415
CSHB,415
CFR,415
EBTX,415
EFSC,415
FCCO,415
FFSX,415
FFIN,415
FSNM,415
GSBC,415
GFED,415
GFG,415
HTLF,415
IBOC,415
LARK,415
